

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
074.349  000.088  000.088: require('luasnip.util.pattern_tokenizer')
074.408  000.057  000.057: require('luasnip.util.dict')
074.489  000.078  000.078: require('luasnip.nodes.util.trig_engines')
074.545  001.945  000.674: require('luasnip.nodes.snippet')
074.548  002.017  000.072: require('luasnip.nodes.duplicate')
075.249  000.113  000.113: require('luasnip.util.parser.neovim_ast')
075.354  000.102  000.102: require('luasnip.util.str')
075.448  000.090  000.090: require('luasnip.util.directed_graph')
075.452  000.528  000.223: require('luasnip.util.parser.ast_utils')
075.576  000.122  000.122: require('luasnip.nodes.functionNode')
075.844  000.265  000.265: require('luasnip.nodes.choiceNode')
076.068  000.222  000.222: require('luasnip.nodes.dynamicNode')
076.128  000.057  000.057: require('luasnip.util.functions')
076.133  001.397  000.203: require('luasnip.util.parser.ast_parser')
076.420  000.285  000.285: require('luasnip.util.parser.neovim_parser')
076.452  001.819  000.136: require('luasnip.util.parser')
076.458  001.900  000.082: require('luasnip.nodes.snippetProxy')
076.547  000.087  000.087: require('luasnip.nodes.multiSnippet')
085.577  000.113  000.113: require('cmp-under-comparator')
086.749  000.139  000.139: require('cmp_nvim_lsp.source')
086.753  000.304  000.164: require('cmp_nvim_lsp')
087.588  000.128  000.128: require('nvim-autopairs._log')
087.830  000.240  000.240: require('nvim-autopairs.utils')
088.543  000.305  000.305: require('nvim-autopairs.conds')
088.550  000.546  000.241: require('nvim-autopairs.rule')
088.552  000.720  000.174: require('nvim-autopairs.rules.basic')
088.559  001.623  000.535: require('nvim-autopairs')
088.729  000.168  000.168: require('nvim-autopairs.completion.handlers')
088.733  001.977  000.185: require('nvim-autopairs.completion.cmp')
092.359  000.275  000.275: require('vim.treesitter.language')
092.369  000.830  000.555: require('vim.treesitter.query')
092.649  000.279  000.279: require('vim.treesitter._range')
092.656  001.738  000.629: require('vim.treesitter.languagetree')
092.662  002.185  000.447: require('vim.treesitter')
092.981  003.315  001.130: require('nvim-treesitter.parsers')
093.247  000.264  000.264: require('nvim-treesitter.utils')
093.253  003.981  000.402: require('nvim-treesitter.ts_utils')
093.257  004.196  000.215: require('nvim-autopairs.ts-conds')
093.259  004.331  000.135: require('nvim-autopairs.rules.ts_basic')
093.637  000.377  000.377: require('vim.treesitter.highlighter')
094.044  037.738  011.902: require('hinell.plugins.lsp.cmp')
094.084  000.037  000.037: require('hinell.plugins.tabula')
094.447  000.051  000.051: require('Comment.config')
094.841  000.176  000.176: require('Comment.ft')
094.846  000.396  000.220: require('Comment.utils')
094.977  000.129  000.129: require('Comment.opfunc')
095.057  000.078  000.078: require('Comment.extra')
095.060  000.766  000.112: require('Comment.api')
095.196  000.131  000.131: require('material.functions')
095.955  000.219  000.219: require('telescope._extensions')
095.959  000.479  000.261: require('telescope')
096.261  000.301  000.301: require('telescope.themes')
098.942  000.319  000.319: require('plenary.bit')
099.136  000.192  000.192: require('plenary.functional')
099.156  001.199  000.688: require('plenary.path')
099.165  001.483  000.284: require('plenary.strings')
099.362  000.195  000.195: require('telescope.deprecated')
100.569  000.477  000.477: require('plenary.log')
100.613  000.750  000.272: require('telescope.log')
101.650  000.504  000.504: require('plenary.job')
101.909  000.254  000.254: require('telescope.state')
101.920  001.305  000.546: require('telescope.utils')
101.934  002.570  000.516: require('telescope.sorters')
103.663  006.413  002.166: require('telescope.config')
104.557  000.354  000.354: require('plenary.window.border')
104.720  000.160  000.160: require('plenary.window')
104.884  000.161  000.161: require('plenary.popup.utils')
104.896  001.228  000.553: require('plenary.popup')
105.212  000.314  000.314: require('telescope.pickers.scroller')
105.440  000.224  000.224: require('telescope.actions.state')
105.733  000.292  000.292: require('telescope.actions.utils')
106.731  000.454  000.454: require('telescope.actions.mt')
106.780  001.043  000.589: require('telescope.actions.set')
107.548  000.366  000.366: require('telescope.config.resolve')
107.551  000.769  000.403: require('telescope.pickers.entry_display')
107.807  000.254  000.254: require('telescope.from_entry')
108.194  011.930  001.392: require('telescope.actions')
110.675  000.198  000.198: require('plenary.tbl')
110.683  000.450  000.252: require('plenary.vararg.rotate')
110.684  000.623  000.173: require('plenary.vararg')
110.873  000.187  000.187: require('plenary.errors')
110.879  001.074  000.264: require('plenary.async.async')
111.846  000.206  000.206: require('plenary.async.structs')
111.855  000.500  000.294: require('plenary.async.control')
111.863  000.788  000.289: require('plenary.async.util')
111.865  000.983  000.195: require('plenary.async.tests')
111.897  002.305  000.248: require('plenary.async')
112.304  000.404  000.404: require('telescope.debounce')
112.740  000.433  000.433: require('telescope.mappings')
113.054  000.310  000.310: require('telescope.pickers.highlights')
113.286  000.229  000.229: require('telescope.pickers.window')
113.886  000.292  000.292: require('telescope.algos.linked_list')
113.890  000.602  000.310: require('telescope.entry_manager')
114.115  000.223  000.223: require('telescope.pickers.multi')
114.135  005.938  001.433: require('telescope.pickers')
115.652  001.196  001.196: require('telescope.make_entry')
115.879  000.224  000.224: require('telescope.finders.async_static_finder')
116.755  000.208  000.208: require('plenary.class')
116.874  000.735  000.527: require('telescope._')
116.878  000.997  000.262: require('telescope.finders.async_oneshot_finder')
117.125  000.246  000.246: require('telescope.finders.async_job_finder')
117.132  002.995  000.332: require('telescope.finders')
119.181  002.048  002.048: require('gitignore.templates')
119.268  000.082  000.082: require('gitignore.order')
119.741  024.542  000.769: require('gitignore')
120.190  000.424  000.424: require('vim._inspector')
120.195  026.108  000.245: require('hinell.plugins.legendary')
120.394  000.195  000.195: require('hinell.plugins.ui.telescope')
120.449  000.051  000.051: require('hinell.plugins.ui.telescope-tabs')
120.949  000.337  000.337: require('catppuccin')
121.159  000.142  000.142: require('catppuccin.lib.hashing')
122.600  002.002  001.523: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/nvim/colors/catppuccin-frappe.vim
123.778  000.184  000.184: require('catppuccin.utils.lualine')
123.927  000.147  000.147: require('catppuccin.palettes')
124.072  000.143  000.143: require('catppuccin.palettes.frappe')
129.612  000.140  000.140: require('legendary.vendor.lazy')
129.674  000.601  000.461: require('legendary')
129.997  000.146  000.146: require('mason-core.path')
130.479  000.217  000.217: require('mason-core.functional')
130.777  000.105  000.105: require('mason-core.functional.data')
130.783  000.287  000.182: require('mason-core.functional.function')
130.908  000.113  000.113: require('mason-core.functional.relation')
131.048  000.133  000.133: require('mason-core.functional.logic')
131.065  001.066  000.316: require('mason-core.platform')
131.217  000.150  000.150: require('mason.settings')
131.219  001.543  000.182: require('mason')
131.254  000.033  000.033: require('hinell.plugins.mason')
131.691  000.431  000.431: require('telescope.builtin')
131.728  000.034  000.034: require('hinell.plugins.base64')
131.827  000.097  000.097: require('b64')
132.334  000.220  000.220: require('legendary.vendor.middleclass')
132.464  000.128  000.128: require('legendary.util')
133.050  000.150  000.150: require('legendary.config')
133.061  000.286  000.136: require('legendary.api.cache')
133.067  000.437  000.151: require('legendary.log')
133.071  000.604  000.167: require('legendary.toolbox')
133.210  000.137  000.137: require('legendary.vendor.sorter')
133.220  001.306  000.216: require('legendary.data.itemlist')
133.223  001.391  000.085: require('legendary.data.state')
133.474  000.118  000.118: require('legendary.data.filters')
133.519  000.284  000.166: require('legendary.data.function')
133.776  000.132  000.132: require('legendary.data.autocmd')
133.816  000.285  000.153: require('legendary.data.augroup')
134.259  000.317  000.317: require('legendary.data.keymap')
134.468  000.206  000.206: require('legendary.data.command')
134.477  000.658  000.135: require('legendary.data.itemgroup')
134.809  000.315  000.315: require('hinell.nvim-keymaps')
135.092  000.007  000.007: require('vim.keymap')
137.720  000.067  000.067: require('hinell.plugins.editor')
139.580  000.208  000.208: require('hinell.plugins.lsp')
139.895  000.089  000.089: require('hinell.plugins.diffview')
140.049  000.054  000.054: require('hinell.plugins.markdown')
140.073  136.068  034.614: require('hinell')
140.086  136.090  000.023: sourcing /home/alex/.config/nvim/init.vim
140.130  001.940: sourcing vimrc file(s)
141.643  000.984  000.984: sourcing /usr/local/share/nvim/runtime/filetype.lua
142.117  000.093  000.093: sourcing /usr/local/share/nvim/runtime/syntax/synload.vim
142.266  000.508  000.415: sourcing /usr/local/share/nvim/runtime/syntax/syntax.vim
144.064  000.169  000.169: sourcing /usr/local/share/nvim/runtime/plugin/gzip.vim
144.594  000.180  000.180: sourcing /usr/local/share/nvim/runtime/pack/dist/opt/matchit/plugin/matchit.vim
144.708  000.625  000.445: sourcing /usr/local/share/nvim/runtime/plugin/matchit.vim
144.874  000.150  000.150: sourcing /usr/local/share/nvim/runtime/plugin/matchparen.vim
145.251  000.361  000.361: sourcing /usr/local/share/nvim/runtime/plugin/netrwPlugin.vim
145.419  000.008  000.008: sourcing /home/alex/.local/share/nvim/rplugin.vim
145.427  000.150  000.142: sourcing /usr/local/share/nvim/runtime/plugin/rplugin.vim
145.498  000.056  000.056: sourcing /usr/local/share/nvim/runtime/plugin/shada.vim
145.547  000.022  000.022: sourcing /usr/local/share/nvim/runtime/plugin/spellfile.vim
145.673  000.103  000.103: sourcing /usr/local/share/nvim/runtime/plugin/tarPlugin.vim
145.778  000.079  000.079: sourcing /usr/local/share/nvim/runtime/plugin/tohtml.vim
145.829  000.017  000.017: sourcing /usr/local/share/nvim/runtime/plugin/tutor.vim
146.006  000.157  000.157: sourcing /usr/local/share/nvim/runtime/plugin/zipPlugin.vim
150.573  003.732  003.732: require('plenary.filetype')
156.137  000.112  000.112: require('lualine.extensions.nerdtree')
156.620  000.051  000.051: require('bufferline.lazy')
156.885  000.256  000.256: require('bufferline.commands')
157.422  000.500  000.500: require('bufferline.config')
157.428  001.098  000.290: require('bufferline')
157.664  000.233  000.233: require('bufferline.utils')
159.480  001.812  001.812: require('vim.version')
161.333  000.515  000.515: require('bufferline.groups')
161.438  000.072  000.072: require('bufferline.constants')
161.551  000.108  000.108: require('bufferline.colors')
161.887  000.175  000.175: require('bufferline.highlights')
163.535  000.923  000.923: require('bufferline.hover')
164.202  000.527  000.527: require('bufferline.ui')
165.180  000.178  000.178: require('colorizer.color')
165.828  000.416  000.416: require('colorizer.trie')
166.377  000.333  000.333: require('colorizer.utils')
166.382  000.550  000.217: require('colorizer.parser.names')
166.584  000.201  000.201: require('colorizer.parser.rgb')
166.795  000.208  000.208: require('colorizer.parser.hsl')
166.985  000.187  000.187: require('colorizer.parser.argb_hex')
167.173  000.185  000.185: require('colorizer.parser.rgba_hex')
167.527  000.352  000.352: require('colorizer.sass')
167.532  002.349  000.250: require('colorizer.matcher')
167.784  000.250  000.250: require('colorizer.tailwind')
167.791  003.092  000.314: require('colorizer.buffer')
167.799  003.556  000.464: require('colorizer')
168.532  000.296  000.296: require('mason-core.functional.list')
168.729  000.189  000.189: require('mason-core.functional.string')
168.762  000.902  000.418: require('mason.api.command')
168.961  000.193  000.193: require('mason-registry.sources')
169.156  000.157  000.157: require('legendary.deprecate')
169.351  000.135  000.135: require('legendary.extensions')
169.502  000.147  000.147: require('legendary.extensions.diffview')
171.339  000.595  000.595: require('lspconfig.util')
171.345  000.982  000.387: require('lspconfig.configs')
171.347  001.190  000.208: require('lspconfig')
171.555  000.205  000.205: require('lspconfig.server_configurations.clangd')
172.246  000.192  000.192: require('lspconfig.server_configurations.tsserver')
172.713  000.173  000.173: require('lspconfig.server_configurations.jsonls')
173.149  000.179  000.179: require('lspconfig.server_configurations.yamlls')
173.378  000.170  000.170: require('lspconfig.server_configurations.bashls')
173.712  000.174  000.174: require('lspconfig.server_configurations.html')
173.966  000.202  000.202: require('lspconfig.server_configurations.sqlls')
174.250  000.193  000.193: require('lspconfig.server_configurations.vimls')
174.929  000.310  000.310: require('vim.ui')
174.936  000.445  000.135: require('dressing.patch')
174.938  000.574  000.129: require('dressing')
175.293  000.352  000.352: require('dressing.config')
177.705  000.155  000.155: require('treesitter-context.cache')
177.761  000.878  000.723: require('treesitter-context')
178.853  000.156  000.156: require('nvim-treesitter.compat')
179.100  000.244  000.244: require('nvim-treesitter.tsrange')
179.273  000.170  000.170: require('nvim-treesitter.caching')
179.284  000.952  000.381: require('nvim-treesitter.query')
179.301  001.413  000.461: require('nvim-treesitter.configs')
180.183  000.264  000.264: require('nvim-treesitter.info')
180.506  000.320  000.320: require('nvim-treesitter.shell_command_selectors')
180.526  001.215  000.632: require('nvim-treesitter.install')
187.708  009.881  007.253: require('hinell.plugins.editor.treesitter')
188.517  000.577  000.577: require('telescope._extensions.telescope-tabs.main')
188.527  000.807  000.230: require('telescope-tabs')
189.978  000.431  000.431: require('telescope._extensions.conventional_commits.utils.format_commit_message')
190.406  000.422  000.422: require('telescope._extensions.conventional_commits.utils.input')
190.412  001.349  000.496: require('telescope._extensions.conventional_commits.actions')
191.339  000.448  000.448: require('telescope._extensions.conventional_commits.types')
191.345  000.929  000.481: require('telescope._extensions.conventional_commits.picker')
191.351  002.808  000.531: require('telescope._extensions.conventional_commits')
192.563  000.344  000.344: require('move.utils')
192.566  000.765  000.421: require('move.core.vert')
192.734  000.166  000.166: require('move.core.horiz')
192.740  001.378  000.446: require('move')
195.380  000.322  000.322: require('indent_blankline/utils')
195.385  001.010  000.689: require('indent_blankline')
195.619  000.094  000.094: require('Comment')
196.504  000.343  000.343: require('fzf_lib')
196.510  000.718  000.375: require('telescope._extensions.fzf')
197.055  000.200  000.200: require('virt-column.utils')
197.061  000.516  000.316: require('virt-column')
197.981  000.225  000.225: require('todo-comments.util')
198.003  000.618  000.393: require('todo-comments.config')
198.716  000.479  000.479: require('todo-comments.highlight')
198.719  000.714  000.235: require('todo-comments.jump')
198.722  001.572  000.240: require('todo-comments')
199.021  000.281  000.281: require('telescope._extensions.todo-comments')
199.135  000.108  000.108: require('cmp_luasnip_choice')
199.993  000.249  000.249: require('telescope.previewers.previewer')
200.525  000.529  000.529: require('telescope.previewers.term_previewer')
202.119  000.355  000.355: require('telescope.previewers.utils')
202.728  000.606  000.606: require('plenary.scandir')
202.781  002.253  001.292: require('telescope.previewers.buffer_previewer')
202.785  003.293  000.262: require('telescope.previewers')
202.790  003.640  000.347: require('telescope._extensions.luasnip')
202.996  000.195  000.195: require('lspconfig.server_configurations.lua_ls')
203.349  000.248  000.248: require('nvim-lastplace')
204.047  000.187  000.187: require('telescope._extensions.recent_files.utils')
204.070  000.507  000.320: require('telescope._extensions.recent_files.recent_files_picker')
204.072  000.704  000.197: require('telescope._extensions.recent_files')
204.489  000.046  000.046: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
207.658  000.257  000.257: require('barbecue.config.template')
207.663  000.475  000.217: require('barbecue.config')
209.375  001.372  001.372: require('nvim-web-devicons')
209.621  000.243  000.243: require('barbecue.utils')
209.629  001.965  000.351: require('barbecue.theme')
210.265  000.250  000.250: require('barbecue.ui.entry')
210.532  000.265  000.265: require('barbecue.ui.state')
211.689  000.451  000.451: require('nvim-navic.lib')
211.699  000.847  000.396: require('nvim-navic')
211.744  001.210  000.363: require('barbecue.ui.components')
211.749  002.118  000.394: require('barbecue.ui')
212.049  000.299  000.299: require('barbecue.autocmd')
212.052  007.062  002.206: require('barbecue')
212.929  000.199  000.199: require('catppuccin.utils.barbecue')
217.232  000.263  000.263: require('nvim-tree.notify')
218.650  000.286  000.286: require('nvim-tree.events')
219.539  000.261  000.261: require('nvim-tree.log')
220.345  000.270  000.270: require('nvim-tree.iterators.node-iterator')
220.380  000.838  000.568: require('nvim-tree.utils')
220.704  000.323  000.323: require('nvim-tree.git.utils')
221.095  000.388  000.388: require('nvim-tree.git.runner')
221.455  000.358  000.358: require('nvim-tree.watcher')
221.752  000.294  000.294: require('nvim-tree.explorer.node')
221.756  002.860  000.398: require('nvim-tree.git')
222.036  000.278  000.278: require('nvim-tree.explorer.watch')
222.574  000.256  000.256: require('nvim-tree.explorer.node-builders')
222.972  000.395  000.395: require('nvim-tree.explorer.sorters')
223.280  000.305  000.305: require('nvim-tree.explorer.filters')
224.248  000.626  000.626: require('nvim-tree.view')
224.253  000.971  000.345: require('nvim-tree.live-filter')
224.256  002.218  000.290: require('nvim-tree.explorer.explore')
224.617  000.358  000.358: require('nvim-tree.explorer.reload')
224.620  005.967  000.254: require('nvim-tree.explorer')
224.623  006.493  000.240: require('nvim-tree.core')
225.019  000.394  000.394: require('nvim-tree.diagnostics')
225.479  000.223  000.223: require('nvim-tree.modified')
225.482  000.460  000.237: require('nvim-tree.renderer.components.modified')
225.811  000.328  000.328: require('nvim-tree.renderer.components.padding')
226.081  000.266  000.266: require('nvim-tree.renderer.components.icons')
226.374  000.291  000.291: require('nvim-tree.renderer.components.full-name')
226.706  000.329  000.329: require('nvim-tree.renderer.components.git')
227.221  000.513  000.513: require('nvim-tree.renderer.builder')
227.495  000.271  000.271: require('nvim-tree.marks')
227.502  009.676  000.329: require('nvim-tree.renderer')
227.515  010.029  000.353: require('nvim-tree.lib')
227.792  000.276  000.276: require('nvim-tree.actions.finders.find-file')
227.795  010.551  000.247: require('nvim-tree.actions.tree.open')
228.040  000.243  000.243: require('nvim-tree.actions.tree.toggle')
228.367  000.322  000.322: require('nvim-tree.actions.reloaders.reloaders')
228.589  000.219  000.219: require('nvim-tree.actions.root.dir-up')
228.838  000.243  000.243: require('nvim-tree.actions.tree.find-file')
229.104  000.264  000.264: require('nvim-tree.actions.finders.search-node')
229.346  000.240  000.240: require('nvim-tree.actions.tree-modifiers.collapse-all')
229.618  000.269  000.269: require('nvim-tree.actions.tree-modifiers.expand-all')
229.856  000.236  000.236: require('nvim-tree.actions.tree-modifiers.toggles')
230.550  000.351  000.351: require('nvim-tree.keymap')
230.555  000.695  000.344: require('nvim-tree.help')
230.841  000.283  000.283: require('nvim-tree.actions.fs.create-file')
231.146  000.303  000.303: require('nvim-tree.actions.fs.remove-file')
231.445  000.296  000.296: require('nvim-tree.actions.fs.trash')
231.729  000.282  000.282: require('nvim-tree.actions.fs.rename-file')
232.178  000.436  000.436: require('nvim-tree.actions.fs.copy-paste')
232.481  000.293  000.293: require('nvim-tree.actions.node.file-popup')
232.705  000.221  000.221: require('nvim-tree.actions.node.run-command')
232.975  000.268  000.268: require('nvim-tree.actions.node.system-open')
233.215  000.238  000.238: require('nvim-tree.actions.moves.sibling')
233.451  000.230  000.230: require('nvim-tree.actions.moves.parent')
233.704  000.250  000.250: require('nvim-tree.actions.moves.item')
233.962  000.248  000.248: require('nvim-tree.marks.bulk-delete')
234.210  000.245  000.245: require('nvim-tree.marks.bulk-move')
234.969  000.492  000.492: require('nvim-tree.actions.node.open-file')
234.974  000.762  000.270: require('nvim-tree.marks.navigation')
234.978  020.302  002.403: require('nvim-tree.api')
236.035  000.300  000.300: require('nvim-tree.colors')
236.329  000.291  000.291: require('nvim-tree.commands')
236.615  000.283  000.283: require('nvim-tree.actions.root.change-dir')
236.875  000.257  000.257: require('nvim-tree.legacy')
237.135  002.125  000.992: require('nvim-tree')
238.320  000.282  000.282: require('nvim-tree.actions')
241.194  095.099  022.244: sourcing /home/alex/.config/nvim/plugin/packer_compiled.lua
241.517  000.061  000.061: sourcing /usr/local/share/nvim/runtime/plugin/editorconfig.lua
241.622  000.086  000.086: sourcing /usr/local/share/nvim/runtime/plugin/man.lua
241.699  000.058  000.058: sourcing /usr/local/share/nvim/runtime/plugin/nvim.lua
241.717  002.902: loading rtp plugins
242.639  000.337  000.337: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/Comment.nvim/plugin/Comment.lua
242.746  000.028  000.028: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
243.397  000.585  000.585: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/LuaSnip/plugin/luasnip.lua
243.514  000.048  000.048: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/b64.nvim/plugin/b64.vim
244.425  000.304  000.304: require('diffview.lazy')
246.266  000.128  000.128: require('diffview.ffi')
246.530  000.261  000.261: require('diffview.oop')
246.586  001.260  000.871: require('diffview.async')
246.760  000.108  000.108: require('diffview.mock')
246.794  002.263  000.895: require('diffview.logger')
247.242  000.430  000.430: require('diffview.control')
247.645  000.371  000.371: require('diffview.events')
247.662  003.711  000.343: require('diffview.bootstrap')
247.706  003.882  000.171: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/diffview.nvim/plugin/diffview.lua
247.852  000.030  000.030: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/dressing.nvim/plugin/dressing.lua
247.938  000.024  000.024: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/gitignore.nvim/plugin/gitignore.vim
248.350  000.141  000.141: require('indent_blankline.commands')
248.579  000.030  000.030: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/nvim-treesitter/autoload/nvim_treesitter.vim
248.818  000.219  000.219: require('nvim-treesitter.fold')
248.898  000.866  000.477: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/indent-blankline.nvim/plugin/indent_blankline.vim
249.603  000.103  000.103: require('legendary.api.luatools')
249.611  000.342  000.239: require('legendary.ui.scratchpad')
249.723  000.665  000.323: require('legendary.api.cmds')
249.943  000.916  000.251: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/legendary.nvim/plugin/legendary.lua
250.233  000.063  000.063: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/move.nvim/plugin/move.lua
250.654  000.150  000.150: require('cmp.utils.highlight')
250.891  000.462  000.312: sourcing /home/alex/.local/share/nvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
